feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
-0.9042557777527254,0.30459867996281553,-0.2942685190277332,-0.28480258772812117,-0.18336465930055948,-0.6701259149366913,-1.3185530258620466,-0.5183837961664748,0.38683507885210644,0.6205075597129879
1.197377907560336,0.21247866526753043,-0.7649635038552682,-0.7476227820048338,0.2967624395540393,0.6463874385855368,1.6653456497224768,0.04039295878262246,0.2182068072192598,0.5599623169090504
0.008260349890527676,-0.9027988812299026,-1.7280288648667275,-1.4491941868518914,-1.3450073002107275,-1.0796479871837745,-0.16874504635482152,-0.8100308197667956,-1.072239497506512,-0.733133391339556
1.2694441060336419,1.704614789536582,1.6549063194273694,0.9141017145229796,-0.33331178305995895,0.779880520614499,0.48100876612094334,-0.8797868126165048,-0.4275164871800867,-1.420314281215434
0.09889384583767016,-0.3702273248704941,-0.6208939019920587,-1.137069109893009,0.153716430832904,-0.5734363280754378,-0.13134254608609636,-1.139338230340296,-1.0051979679758192,0.10118347462082457
-0.8216254319387837,-1.054828298515251,-0.27866271712059204,0.5624429956646968,-0.3050747503546814,-0.2752017998545043,-0.2553525827274449,0.4190586160933431,-0.18132801529616197,-0.3486049843074946
0.042431461151609895,-0.18695945585488627,-0.15158123770644655,0.2276792725174541,0.9854080779432849,0.34313634781669416,1.057459936720096,1.1883961933782945,-0.15021384766315826,-0.9787525778141525
1.0757125419282059,0.020810833678210586,0.3232350827260985,0.3752456250665542,1.3111339841532628,-0.5711310212332568,-1.534762001720575,-2.314315265325231,-0.6968167076960827,-0.043384335723266707
1.0410276521658746,1.3880874084260157,0.03418472773522649,-0.42898531241507915,-0.3559875961063538,-0.02022298623328753,-0.3034361648705383,-0.09881538098430862,0.43548692779023346,0.5947295942262232
0.02315562518323567,0.6194589490996019,0.49085203370185737,-0.07782555779730106,0.25637597174178745,0.459403826061044,0.02511857801835619,-0.9815336827312302,-1.164636037047688,-0.6321347076903224
0.38642710174046474,0.8497001030394741,0.45286722795778955,0.25205245410937466,1.4577191400132958,1.608468958529894,1.044564224400312,1.4353431919248059,1.2161617172970924,0.1494695954326295
0.3242383863539699,0.36756124776630417,1.9689586514792363,2.301006768541405,1.6774504236451417,1.4350435340688044,0.11031596266914136,0.9482339387736445,1.4899067813563955,1.7663147590888
0.7988435274664051,-1.0046105013647393,-1.2807547424434746,-1.1595295939811145,-1.4473643897076829,-1.4944920309673553,-0.08792458413928068,0.8563672738688157,0.7375113273210794,-0.24429913280650126
0.9138412270498397,-0.2728102058395015,0.8598270622763817,1.5771991879536442,2.3523200386506256,1.266368548900904,1.0499889169244787,0.7627536262536108,0.6057906596432675,0.3860384539113047
0.2595885377271498,-0.6555044974125767,0.5902099866098254,1.1893924411095544,0.3741448990128576,0.2744669050223967,-0.390870923381485,-0.8959900679015302,-1.4537188839388342,-1.6288140883688167
-0.9826811465485784,0.6450419334249392,-0.13505943930582118,-0.03754742836177517,0.12521556445593776,0.2812513085781287,-0.407345113887974,-0.5773177777301768,-0.2491057708773523,-0.7597992816309712
1.2016127370863179,2.088457167894209,1.0272740111402356,0.30278760125114684,0.6475137413282955,-0.41281625100472585,0.5566818095327654,1.0048212900820712,0.40144204147406604,-0.05039249686314297
